DATA_SIZE	TIME_MILP	TIME_MILP_CI	TIME_BF	TIME_BF_CI	TIME_BPS	TIME_BPS_CI
10	0.011037001609802246	0.0009531898705189436	0.00020335197448730468	3.986878757403883e-06	8.133411407470703e-05	1.0038374316073878e-06
20	0.02776517152786255	0.0014813047418890805	0.0009242987632751465	4.08453808666004e-05	0.00014854192733764648	7.211883670643766e-06
30	0.06063893556594849	0.0054680908154953805	0.0032290363311767577	0.00019161095266551463	0.0002152562141418457	1.30545577468948e-05
50	0.2658688759803772	0.01698532986965223	0.01420720100402832	0.0007335845278950599	0.0004570508003234863	2.895962620795485e-05
100	1.0282201504707336	0.030728679825340808	0.09337145566940308	0.002808978419291047	0.0008783507347106934	3.6339265918429846e-05
150	1.9518734431266784	0.09681591507747912	0.2898573136329651	0.008929941501672221	0.001363382339477539	6.109940482672132e-05
200	2.8213837909698487	0.07998237395253589	0.6051431226730347	0.02296388526126248	0.001661970615386963	9.185926542930802e-05
300	5.102226903438568	0.1851666413593803	1.7643408060073853	0.08058165855296837	0.0023201513290405274	0.00014711956755014013
400	8.204657011032104	0.6347965657211975	4.0305426931381225	0.14944463790202592	0.003251981735229492	0.0001973722422644087
500	13.342466521263123	0.6283834406855774	7.2302436876297	0.2975024523075915	0.0035251045227050783	0.00021567878756713205
