DATA_SIZE	TIME_MILP	TIME_MILP_CI	TIME_BF	TIME_BF_CI	TIME_BPS	TIME_BPS_CI
10	0.005836148262023926	6.073189987528913e-05	0.00020288467407226563	2.4220313497432527e-06	9.451866149902344e-05	1.3180575803530958e-06
20	0.013840570449829101	1.6654988424251372e-05	0.000815892219543457	5.74909618042465e-06	0.00011271476745605469	1.0371357675110864e-06
30	0.025200185775756837	0.0002917013939040096	0.0022333097457885743	9.129983109796858e-05	0.0001644015312194824	5.285464654956208e-06
50	0.06508778333663941	0.0003008303673192005	0.00797276258468628	3.8051294451640776e-05	0.00023202657699584962	1.8654676465516054e-06
100	0.08124128818511962	0.00018515058489582527	0.0519134259223938	0.0003674187910544069	0.00047595977783203123	2.5640861918828173e-06
150	0.1674968934059143	0.00040268906359902385	0.16053817749023438	0.0007382471180378498	0.0006323409080505371	3.2572069507431976e-06
200	0.16245820760726928	0.0005679130034563262	0.3642412090301514	0.0016188610634424682	0.0007661008834838868	4.584632049816442e-06
300	0.48353843212127684	0.0008999661886759187	1.1837869048118592	0.0038323821993103456	0.0014107728004455566	8.66428728786483e-06
400	0.824757993221283	0.0014211751082828545	2.765248780250549	0.010695894990898173	0.001998951435089111	1.1313869583619553e-05
500	1.0618145871162414	0.0017811964688812217	5.361034879684448	0.021926724289284903	0.00231065034866333	1.1012031706102408e-05
