DATA_SIZE	TIME_MILP	TIME_MILP_CI	TIME_BF	TIME_BF_CI	TIME_BPS	TIME_BPS_CI
10	0.010417795181274414	0.0007038590224116463	0.00032038450241088866	1.463915687193785e-05	0.00012009143829345703	4.019470876871141e-06
20	0.02268718957901001	0.0005649883672519172	0.0015288686752319336	4.9304524837823335e-05	0.00019869327545166016	5.391110958513285e-06
30	0.04474919319152832	0.0005041090545087422	0.004553012847900391	2.2674481388110462e-05	0.0003605294227600098	5.256766429220086e-06
50	0.06990689754486085	0.0027153850999198322	0.015635113716125488	0.0007058808093208386	0.000404207706451416	1.5739806861186906e-05
100	0.17155375003814696	0.013317114950622847	0.09414539337158204	0.0027813607547496825	0.0007425618171691895	2.7844943259410294e-05
150	0.4149758696556091	0.012785845599788778	0.2880189776420593	0.008082929148441963	0.0009973931312561035	3.9093217496909575e-05
200	0.6652590608596802	0.021153861734881645	0.6530276679992676	0.018760379366463523	0.0013787007331848144	5.828163383746369e-05
300	1.0336843204498292	0.06444304779734973	1.9832144045829774	0.06871283092019081	0.0021452021598815916	9.915575759797025e-05
400	2.2043617296218874	0.07705392115985255	4.013531198501587	0.12795900460097828	0.0028727388381958006	0.0001686844769762975
500	1.973826413154602	0.11889466647343315	7.114673135280609	0.15265771114144633	0.003411867618560791	0.0001921856817512224
