DATA_SIZE	TIME_MILP	TIME_MILP_CI	TIME_BF	TIME_BF_CI	TIME_BPS	TIME_BPS_CI
10	0.00625948429107666	0.00035172552088391586	0.00022653579711914062	1.033662754960231e-05	0.00010653018951416015	4.724383530524472e-06
20	0.017281854152679445	0.0006739937404508185	0.001122117042541504	5.7252627911500356e-05	0.00016910791397094726	8.409759543109338e-06
30	0.02748485803604126	0.0012923623917237097	0.002564687728881836	0.00013044239432605733	0.00015072345733642577	7.472165432707868e-06
50	0.04704047203063965	0.0018957238539533178	0.010118424892425537	0.0005675046047741745	0.00023897886276245118	1.2154449434792814e-05
100	0.4711790680885315	0.032147487884880255	0.07781423568725586	0.0044251394086102505	0.0005106425285339355	3.212507696272093e-05
150	1.0705683159828185	0.05654470726517677	0.21158989191055297	0.009192597601777286	0.0008162569999694824	4.3774446958412215e-05
200	1.8047269892692566	0.10011151376036703	0.4592454409599304	0.01806807510583457	0.0012106776237487793	5.836492740393964e-05
300	4.081976702213288	0.2309736225724575	1.4853309321403503	0.056967979219556625	0.001881287097930908	0.00011554420824097571
400	8.79829132080078	1.1403282846416147	3.2810559701919555	0.09629960059028521	0.0026119017601013185	0.00014794718799253064
500	12.418064634799958	1.0066546259320948	6.292239911556244	0.189460107486605	0.0029954981803894045	0.00012414431505346563
