DATA_SIZE	TIME_MILP	TIME_MILP_CI	TIME_BF	TIME_BF_CI	TIME_BPS	TIME_BPS_CI
10	0.006832964420318603	0.0005657698450387513	0.00023146152496337892	6.002805807199919e-06	0.00010853052139282226	3.3416018148593076e-06
20	0.013995473384857177	0.00011267287206431138	0.0008413052558898926	8.454053960243143e-06	0.00012154817581176758	6.933294226911177e-07
30	0.02553006649017334	0.0003426043908878881	0.0022748899459838867	3.9591985776726565e-05	0.0001871156692504883	3.726511353851838e-06
50	0.042032010555267334	0.0011445659483109037	0.008815536499023438	0.00033805239974529793	0.0002159428596496582	8.774154481774616e-06
100	0.08951820850372315	0.0043008068670191855	0.05884864807128906	0.00241556034715419	0.00043061256408691404	1.8711814140791757e-05
150	0.1259736728668213	0.0041430389857947695	0.1787593936920166	0.00692562771260237	0.0005402541160583496	1.97221453711321e-05
200	0.24745216369628906	0.016286757097569687	0.4065273284912109	0.011926496235067323	0.000743565559387207	3.6448329779013966e-05
300	2.1833088278770445	0.21585959051928255	1.3711675310134888	0.04229469368173511	0.0017305445671081544	4.697890522533052e-05
400	4.9872693872451785	0.44929830123974224	3.2724485087394712	0.08946873136760794	0.0017546153068542481	9.677193267601963e-05
500	11.21173216342926	1.239621815834331	7.042823045253754	0.21166618013312538	0.002628185749053955	0.0002063173102275811
