DATA_SIZE	TIME_MILP	TIME_MILP_CI	TIME_BF	TIME_BF_CI	TIME_BPS	TIME_BPS_CI
10	0.009570767879486084	0.0008198194188899495	0.0002778744697570801	1.64383434016392e-05	0.00010379314422607421	5.702410193738006e-06
20	0.03827174425125122	0.001952313750857879	0.001467761993408203	6.354159457952434e-05	0.00021601200103759765	1.0983174267036866e-05
30	0.12321582317352295	0.010881438652228004	0.0042308449745178224	0.0001371107377094855	0.0003182530403137207	9.406037399012111e-06
50	0.29239859580993655	0.019188167633303766	0.014739687442779542	0.0005903981546005097	0.00047558069229125977	3.0289465494458322e-05
100	0.893325662612915	0.05077982925674995	0.09512009143829346	0.0036305574821384064	0.0009588146209716797	0.00013960034385042486
150	1.6017674160003663	0.0833072422040457	0.28890875816345213	0.009304841909552906	0.001422874927520752	6.580424939402039e-05
200	2.5842735290527346	0.14756006516014675	0.664254732131958	0.018861644092616366	0.001757035255432129	7.973424724152869e-05
300	7.059567744731903	0.7710599693454568	2.0650679445266724	0.05993697599615228	0.002730567455291748	0.0001452508574449049
400	12.641519882678985	1.2447205386982716	4.689871332645416	0.1307176802405821	0.003581688404083252	0.0001537012619464654
500	18.44161598443985	1.8700952910993642	8.419273962974549	0.24410612847510527	0.004113926887512207	0.00018203747219252192
