DATA_SIZE	TIME_MILP	TIME_MILP_CI	TIME_BF	TIME_BF_CI	TIME_BPS	TIME_BPS_CI
10	0.009948244094848633	0.000746475742246566	0.00037848949432373047	1.0013927342441808e-05	0.0001332378387451172	3.0678528140381584e-06
20	0.021057090759277343	0.0011284414584317977	0.0013309907913208008	8.254211756669066e-05	0.00017272233963012696	1.0205946709318391e-05
30	0.04652515649795532	0.002157583880270575	0.0035851716995239256	0.00016940412323678192	0.00027840137481689454	1.2723445595684547e-05
50	0.046142144203186033	0.001990196143851041	0.00974177360534668	0.0005413892188521649	0.00021429300308227538	1.1221704909254607e-05
100	0.14557065486907958	0.008198462835873494	0.08494434595108032	0.004700515389793201	0.0004622745513916016	2.56087932572969e-05
150	0.18105300426483154	0.008245320823447116	0.25603447437286375	0.011157325802859688	0.0007394170761108399	3.9021589921831746e-05
200	0.5764180111885071	0.02817346733995564	0.5952450346946716	0.02755168774431531	0.001457514762878418	8.382376533032846e-05
300	0.9358682775497437	0.028738972164819784	1.648984272480011	0.062494381553002354	0.0014995789527893065	8.608741588414521e-05
400	1.4050215315818786	0.04879746280751	3.8338630175590516	0.10295593694010033	0.002129056453704834	0.00011164532940281178
500	7.182751247882843	0.4823343562876434	7.811145670413971	0.19227141857152016	0.0027651405334472657	0.0001453524300069594
