DATA_SIZE	TIME_MILP	TIME_MILP_CI	TIME_BF	TIME_BF_CI	TIME_BPS	TIME_BPS_CI
10	0.009885201454162598	0.000713562619191322	0.00032957077026367186	1.1045315060040802e-05	0.00016150951385498046	5.586490681897899e-06
20	0.03436002731323242	0.0013848560818905619	0.0016503310203552246	4.209507683425556e-05	0.00026225805282592774	8.055029809303766e-06
30	0.061119246482849124	0.0016873027758167692	0.0038874459266662596	0.0001454345346690691	0.00026023387908935547	1.0763223042654111e-05
50	0.23810790300369264	0.02404096256981541	0.014140379428863526	0.0008045331986611423	0.0003967142105102539	1.9347159142110232e-05
100	0.9279781317710877	0.04805455155215073	0.10033755779266357	0.003436555830203112	0.0009809160232543946	4.511955006051373e-05
150	1.6770065093040467	0.05371735721978097	0.2856479835510254	0.010885549838559007	0.0013416051864624024	5.913606326620017e-05
200	2.45550176858902	0.07721356823314113	0.6008712553977966	0.028488440135254544	0.001659269332885742	9.435456230840775e-05
300	4.26012309551239	0.17838494793613563	1.6541601490974427	0.0758630601053302	0.0020615291595458985	0.00011871884459590794
400	5.888337264060974	0.3818490921101216	3.2599174571037293	0.0810725168262217	0.0023607254028320313	9.739282852946931e-05
500	9.451552302837372	0.6377558376027072	6.038234612941742	0.11638647934218539	0.002920124530792236	0.00013865547193280743
