DATA_SIZE	TIME_MILP	TIME_MILP_CI	TIME_BF	TIME_BF_CI	TIME_BPS	TIME_BPS_CI
10	0.018709759712219238	0.0015457532241971526	0.0003550314903259277	1.2880440472296807e-05	0.00013485431671142578	1.3600553244477285e-05
20	0.0469624137878418	0.003371359578483675	0.0014985299110412598	5.56460915490612e-05	0.00022952795028686524	9.196121436647579e-06
30	0.08768514156341553	0.006649361252557931	0.0035059452056884766	0.00019506964502122415	0.0002658987045288086	1.4566544173254774e-05
50	0.2788742208480835	0.016554946717593045	0.014007925987243652	0.0006254591050028566	0.0004745340347290039	3.9153571249512126e-05
100	0.9748398590087891	0.045521825780889764	0.09392811059951782	0.00295997677467464	0.000906517505645752	4.0367040498045504e-05
150	1.6590345072746278	0.0966094419916101	0.2992333197593689	0.007959078332641317	0.001457366943359375	6.36884658050653e-05
200	2.7206803727149964	0.1516846092317309	0.6336992859840394	0.02167262844208216	0.0017699265480041503	9.201639820757304e-05
300	5.263925621509552	0.2683522936280819	1.8674896097183227	0.07835638126557198	0.0024124860763549806	0.0001453753730467405
400	9.307713978290558	0.727632744091081	4.465380220413208	0.14528099555271717	0.0033112215995788575	0.00019881390181764174
500	14.333422005176544	0.9132571443260804	7.921693382263183	0.2943518349604468	0.003679056167602539	0.00020187703649295007
