DATA_SIZE	TIME_MILP	TIME_MILP_CI	TIME_BF	TIME_BF_CI	TIME_BPS	TIME_BPS_CI
10	0.005970826148986816	5.6929983254678005e-05	0.00019905567169189453	1.585898094192529e-06	8.636236190795899e-05	1.802227581716495e-06
20	0.015353703498840332	0.0004111554728242897	0.0008614969253540039	8.072878828846992e-06	0.00014656782150268555	1.1907888327380514e-06
30	0.03482932329177856	0.0013780939571099314	0.003542218208312988	0.00015831121912850417	0.00023471355438232423	9.38370515009382e-06
50	0.05274894952774048	0.0029398454354163397	0.009009449481964112	0.00048675436936402943	0.0002762961387634277	1.4960918403336961e-05
100	0.4429840731620789	0.026309063733460605	0.06487236261367797	0.0035904877412028953	0.0004552578926086426	2.5635395034337355e-05
150	1.0853459453582763	0.039048449126352004	0.20255802154541017	0.009184743915904776	0.000732271671295166	3.945420235484073e-05
200	1.948847222328186	0.07320313011797405	0.44704909563064577	0.017247122043912013	0.0010223674774169922	4.758911452207613e-05
300	3.8647753310203554	0.17429907570687722	1.414426736831665	0.04370539378723789	0.0018329787254333495	0.00010051133814508687
400	7.561780617237091	0.6407671316380422	3.5365872764587403	0.10860629127058256	0.002609500885009766	0.0001434146129321804
500	11.982065296173095	0.8808426930034978	6.2651564884185795	0.15939906265704717	0.003122851848602295	0.0001412084270903234
