DATA_SIZE	TIME_MILP	TIME_MILP_CI	TIME_BF	TIME_BF_CI	TIME_BPS	TIME_BPS_CI
10	0.005357856750488281	2.9407163866059954e-05	0.00019603490829467774	2.2885877884719225e-06	5.962133407592773e-05	1.3504457282066374e-06
20	0.0137282657623291	0.00011790173602289825	0.0008602380752563476	1.0046244906403605e-05	0.00011812686920166015	2.5379052414132336e-06
30	0.02476809024810791	0.0008674968108853371	0.0023791027069091798	8.422252619555099e-05	0.00016395092010498046	6.615202188379423e-06
50	0.049817795753479006	0.00223862428647408	0.010972793102264405	0.0005828284950564046	0.00031897544860839846	1.7617007836530897e-05
100	0.06827417612075806	0.0022393171980666753	0.05612675189971924	0.002201219900687152	0.0003578615188598633	1.3584914115583722e-05
150	0.16232245445251464	0.006867123548472287	0.19019345045089722	0.009377601290358476	0.0007280540466308593	3.872946928769613e-05
200	0.21754030704498292	0.007943837198610698	0.4099827527999878	0.015333913151230307	0.0007944631576538085	3.1849918715113736e-05
300	0.41063977003097535	0.01411120411577226	1.3259852266311645	0.04536059629317932	0.0012601661682128907	5.435835214211536e-05
400	0.4832930111885071	0.021223547962936046	3.8077302026748656	0.16609822570879856	0.0018104195594787597	0.00011010575760834106
500	2.4895413851737977	0.06473479425422977	8.338482840061188	0.16877596044562615	0.004135017395019531	0.00022892328251915671
