DATA_SIZE	TIME_MILP	TIME_MILP_CI	TIME_BF	TIME_BF_CI	TIME_BPS	TIME_BPS_CI
10	0.006049976348876953	0.0003632667889395874	0.0002343583106994629	1.3035203236534515e-05	8.909940719604492e-05	5.04218791388024e-06
20	0.01386507272720337	9.112276424479698e-05	0.0008874678611755371	1.5705914386768e-05	0.00011162519454956055	4.367275252354449e-06
30	0.026112155914306642	0.0009499498844553125	0.002542152404785156	0.00011814235552046393	0.00016404628753662108	7.117277784343414e-06
50	0.057091050148010254	0.002930583712664746	0.009999549388885498	0.0005712879256779523	0.0003419041633605957	1.931936723214075e-05
100	0.154203097820282	0.009835119571267835	0.06232118129730225	0.00347384629541143	0.0006102371215820312	3.440851697565692e-05
150	0.13907911777496337	0.008667091499838957	0.18758168935775757	0.008779750218461942	0.0005582165718078613	2.325525955144775e-05
200	0.9082205963134765	0.07455624064428257	0.41063245296478273	0.01290394153833152	0.000701296329498291	2.070839601162849e-05
300	2.4548480033874513	0.1590597754883545	1.3143644428253174	0.025069748546558534	0.0013608908653259277	5.252973060452294e-05
400	7.060527949333191	0.8044180775275567	3.261326277256012	0.10825623641438475	0.0019032406806945802	0.00010089557418453099
500	18.673424849510194	1.6104550223889345	7.049032754898072	0.23287442129784128	0.003169467449188232	0.00023114094853428978
