DATA_SIZE	TIME_MILP	TIME_MILP_CI	TIME_BF	TIME_BF_CI	TIME_BPS	TIME_BPS_CI
10	0.009253649711608887	0.0005865487521491145	0.0003222966194152832	1.2872745992206633e-05	0.00011676073074340821	2.9100088327006703e-06
20	0.026378262042999267	0.0011483606621515614	0.0014671087265014648	5.83620891148619e-05	0.00021827459335327148	7.125221963740132e-06
30	0.04273341417312622	0.0013337514095984164	0.004243402481079101	0.0001225253565305238	0.00022919654846191407	6.275588406002197e-06
50	0.06100317239761353	0.0023438665711053488	0.013316826820373535	0.000662994627431541	0.0003168606758117676	1.4460469952038612e-05
100	0.18009450197219848	0.012099730197642993	0.09348341226577758	0.0034477039412663096	0.0007029962539672851	3.660725640999691e-05
150	1.0746639275550842	0.07754328651495071	0.2970880460739136	0.011447832311463891	0.0011487269401550292	5.775797511159917e-05
200	2.0330266666412355	0.1104214081229848	0.6553836679458618	0.018216695968882243	0.0014183592796325683	7.959877125757509e-05
300	8.049728503227234	0.6635298879299871	2.080691533088684	0.05533326513420523	0.0026643681526184082	0.00012688192639267405
400	19.79960968017578	2.1451509200083096	4.833750097751618	0.12105405827014745	0.003462026119232178	0.00016546605711078354
500	29.53522557258606	2.0418919160893245	8.86736691236496	0.21745048533624733	0.0042850255966186525	0.00016097128896560344
