DATA_SIZE	TIME_MILP	TIME_MILP_CI	TIME_BF	TIME_BF_CI	TIME_BPS	TIME_BPS_CI
10	0.011240823268890381	0.0007607782807454761	0.0003024435043334961	1.5927327692896742e-05	0.00012313127517700196	6.897064035861816e-06
20	0.03926445484161377	0.0021554642212881572	0.0014651823043823242	6.29625354423949e-05	0.0002447986602783203	1.05920174578195e-05
30	0.10130885124206543	0.007833520808812184	0.0038455700874328613	0.00017544397174562462	0.00030182600021362306	1.8023678719621233e-05
50	0.3338476610183716	0.018988539044604055	0.014524717330932618	0.0006443089745084563	0.0005384850502014161	0.00013308516153801074
100	1.0906953501701355	0.03567989110818825	0.09587745904922486	0.0029899345630459676	0.0008991909027099609	3.485331033856286e-05
150	1.8828918647766113	0.10155741649035999	0.2778539752960205	0.009800718722033239	0.0013559889793395997	6.45934038436125e-05
200	2.7322884702682497	0.1102847130897089	0.61909095287323	0.0227161890853688	0.001701507568359375	9.087469822290209e-05
300	5.170094425678253	0.1972966938672613	1.7450494599342345	0.07044763077537457	0.0022406673431396486	0.00014325785018605032
400	8.358878629207611	0.6826192092585095	4.167255742549896	0.16834320062355032	0.003048093318939209	0.00018411056910535445
500	14.06366851568222	0.5059892366399413	6.953588037490845	0.22685177545160265	0.0035789346694946288	0.00023215233481622133
