DATA_SIZE	TIME_MILP	TIME_MILP_CI	TIME_BF	TIME_BF_CI	TIME_BPS	TIME_BPS_CI
10	0.01241828203201294	0.0010160148852838531	0.0003403067588806152	1.0647003616088086e-05	0.00013608694076538085	3.4847535060107457e-06
20	0.03750373601913452	0.0021695382884479118	0.001498868465423584	5.341887798556104e-05	0.00022190570831298828	1.4755483440183575e-05
30	0.08841987133026123	0.00743589657068625	0.004014973640441895	0.00014627624154925662	0.00029858112335205076	1.0289870719147602e-05
50	0.3255463671684265	0.02506217818988389	0.014811697006225586	0.0005944910976493591	0.0005698156356811523	0.00015946787009504088
100	1.067045292854309	0.04367917090428908	0.09480514526367187	0.0034132361439176253	0.0009487581253051758	8.60539049039323e-05
150	1.8907907009124756	0.08186250760568342	0.282390923500061	0.01104066094438214	0.0013876771926879883	6.915848491254357e-05
200	2.8215137100219727	0.11292750383877072	0.6374491500854492	0.022876256945460735	0.001708807945251465	9.151835421986918e-05
300	5.241660847663879	0.37461377475461616	1.910423581600189	0.07453902523720142	0.0026451778411865235	0.00014782728294403648
400	10.057856771945954	1.1368917864385832	4.357916829586029	0.14349243457229846	0.0033651018142700196	0.0001936093379272447
500	14.128733494281768	0.7878156151863881	7.757263960838318	0.27601590509543383	0.004116015434265137	0.00023805106879027795
