DATA_SIZE	TIME_MILP	TIME_MILP_CI	TIME_BF	TIME_BF_CI	TIME_BPS	TIME_BPS_CI
10	0.006962475776672364	0.00035325060047072067	0.00026309967041015625	1.1789630109531848e-05	9.676933288574219e-05	4.273084938257456e-06
20	0.0340655517578125	0.0016125852462849789	0.001544182300567627	5.2158115445391634e-05	0.00021120071411132813	1.3421417409704232e-05
30	0.09758814573287963	0.007624497830517014	0.004485313892364502	7.698527461766525e-05	0.000355074405670166	8.206871112900357e-06
50	0.2186754250526428	0.01793767842213939	0.013178484439849853	0.0007534925394138398	0.0005164861679077149	0.00013924986005793194
100	0.8768768739700318	0.0508245952217679	0.09457324266433716	0.00356258363233293	0.0008606839179992675	4.704406623860603e-05
150	1.4786098074913026	0.08524075554955654	0.28623773097991945	0.009521041886977085	0.0014318370819091798	6.0412456800867874e-05
200	2.917942051887512	0.2551647135698503	0.6384907245635987	0.018202593589259894	0.0017560553550720216	7.168257931274218e-05
300	6.731433289051056	0.5152159838135533	2.0378728771209715	0.0576682571941768	0.002710106372833252	0.00013682519867806906
400	14.945858364105225	1.6141338597734562	4.726498234272003	0.13206870412130042	0.0035417509078979493	0.00015880553298307806
500	19.265375168323516	1.6279555986500294	8.494499328136444	0.24982970806332983	0.0043768477439880375	0.0002177266572202748
