DATA_SIZE	TIME_MILP	TIME_MILP_CI	TIME_BF	TIME_BF_CI	TIME_BPS	TIME_BPS_CI
10	0.005607724189758301	0.00015387259374059764	0.00019341230392456055	2.9064196643274164e-06	9.113788604736328e-05	2.6160946375788028e-06
20	0.014318954944610596	0.00019963429566663955	0.000825953483581543	5.907470198714791e-06	0.00011992931365966796	1.8354258763071707e-06
30	0.025800061225891114	0.00012393008788402223	0.00219224214553833	1.2000122265984504e-05	0.0001624298095703125	2.5487635617613254e-06
50	0.04285505771636963	0.0009678304702988647	0.008326435089111328	0.00028415561201916817	0.0002831888198852539	6.663161814817052e-06
100	0.13596902847290038	0.0062092032346439474	0.05283552885055542	0.00045571611089000556	0.0004656624794006348	3.831479599386371e-06
150	0.3210761547088623	0.013411801928873203	0.1647527837753296	0.0008881104475641445	0.0008110260963439942	7.717999904435537e-06
200	0.15479265689849853	0.0008706127027841152	0.37487045764923094	0.0022071079743352204	0.0005947494506835937	4.4645379818081726e-06
300	1.0114720129966737	0.081307760035035	1.216821460723877	0.00512872447911288	0.001052417755126953	7.392210244167671e-06
400	3.3415794491767885	0.3673263402998554	2.869339110851288	0.028875541934837316	0.0017097449302673339	1.0154872826827103e-05
500	6.1171707344055175	0.41743257980696374	5.600383725166321	0.06453591773905862	0.0020899057388305666	4.744621746100545e-05
