DATA_SIZE	TIME_MILP	TIME_MILP_CI	TIME_BF	TIME_BF_CI	TIME_BPS	TIME_BPS_CI
10	0.0105773663520813	0.0010010637865280028	0.0003528809547424316	3.536807643910665e-05	0.0001613926887512207	1.0218714207859896e-05
20	0.033505916595458984	0.0015949338017003207	0.001321537494659424	5.297974852848323e-05	0.00019385576248168946	6.043045765412856e-06
30	0.07412489414215089	0.005695685497132413	0.004106075763702393	0.00013163026498744872	0.00027878999710083006	9.406250240028085e-06
50	0.3136197853088379	0.017979969529100484	0.015248920917510986	0.0006274153756263133	0.0005140924453735352	2.282169846637567e-05
100	0.8056753063201905	0.043630191150367495	0.09827284097671508	0.003281671217599553	0.0009116816520690918	4.179347165091778e-05
150	1.7274139261245727	0.07027883639034062	0.27612372875213625	0.012258273936547626	0.0013063955307006836	7.47191372382578e-05
200	2.567763352394104	0.10139742992076756	0.6431731629371643	0.02612867148718011	0.001722557544708252	9.201224065927238e-05
300	4.685465469360351	0.20287601883891299	1.7286683869361879	0.09272426047921684	0.0022134995460510254	0.00014845955944178514
400	6.079684965610504	0.39192027791920214	3.26533495426178	0.08329218106838096	0.002520885467529297	0.00013038495201606146
500	8.501160097122192	0.48442794321961946	5.985941450595856	0.1106904009771523	0.002823910713195801	5.935637776157221e-05
