DATA_SIZE	TIME_MILP	TIME_MILP_CI	TIME_BF	TIME_BF_CI	TIME_BPS	TIME_BPS_CI
10	0.006333465576171875	0.0002569965041770474	0.0002312493324279785	1.1803920157117951e-05	9.70745086669922e-05	4.24605480932425e-06
20	0.014020159244537353	6.893118839948457e-05	0.0008679461479187011	8.529000077657958e-06	0.0001261138916015625	2.3462010456223604e-06
30	0.024475584030151366	0.00072251676980882	0.0023700594902038574	9.558403016113495e-05	0.00015865325927734376	6.121418976778727e-06
50	0.04690718650817871	0.0018404076970796766	0.008743104934692382	0.00037079320959990586	0.00023871421813964844	5.503700425242615e-06
100	0.07852230787277222	0.003062497523906148	0.06260530710220337	0.003109454426968421	0.00038195133209228515	1.849908425267507e-05
150	0.31389273405075074	0.012797887315430535	0.19500698804855346	0.008780457345059956	0.0009182357788085938	4.573155788292325e-05
200	0.8215067505836486	0.05891088486467038	0.43625991106033324	0.018857273971802372	0.0011319971084594726	5.006678490380124e-05
300	1.9387471628189088	0.11542223030993604	1.2991880702972411	0.028051321112780494	0.0010518455505371094	3.572267569391217e-05
400	5.418443417549133	0.49293057488618763	3.2867368149757383	0.10034421112901745	0.0017925953865051269	8.046551854718406e-05
500	16.87881310939789	1.4226690884634139	6.735375022888183	0.24117105444013376	0.0030288982391357424	0.00015293668716160697
