DATA_SIZE	TIME_MILP	TIME_MILP_CI	TIME_BF	TIME_BF_CI	TIME_BPS	TIME_BPS_CI
10	0.011544864177703857	0.0009780753660724876	0.00030196189880371093	1.024214095448477e-05	0.00014858484268188477	3.862493311567224e-06
20	0.03330038070678711	0.0014845577020961588	0.0013337779045104982	4.693627938058037e-05	0.00023772716522216797	7.866242931203857e-06
30	0.07728484392166138	0.005509345225969369	0.004143879413604736	0.00013944627110063488	0.0002965617179870605	1.0572133897613483e-05
50	0.28118443727493286	0.020374045148255828	0.014167625904083252	0.0009064865125726487	0.0004516458511352539	2.555624846397686e-05
100	0.942677309513092	0.03741899807923098	0.0967488408088684	0.003078455027679648	0.0008991909027099609	3.725842063190422e-05
150	1.7006136226654052	0.07980255306197778	0.29394184350967406	0.011177770504568972	0.0013997507095336913	6.61494499962654e-05
200	2.4027073788642883	0.10771960675680581	0.604445378780365	0.029154140724340673	0.0016391801834106446	9.502712434113325e-05
300	4.228415250778198	0.13816617371923384	1.618318386077881	0.085861300215486	0.002067577838897705	0.0001166690395702749
400	6.04388726234436	0.3650255784913096	3.2813885474205016	0.09281153741687763	0.002337198257446289	7.32151612226459e-05
500	9.442060112953186	0.4990791320551615	5.938720102310181	0.12645349839643935	0.0029219746589660644	0.00012067635176363793
