DATA_SIZE	MILP_START	MILP_END	MILP_EF1_SCORE	MILP_PRECISION	MILP_RECALL	MILP_F1_SCORE	MILP_EM	PROBABILITIES	CORRUPTED_PROBABILITIES
10	0	0		0.0	0.0	0	0	[0, 0, 1, 1, 1, 1, 1, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
10	0	8	0.6666666666666666	0.5555555555555556	1.0	0.7142857142857143	1	[0, 0, 0, 0, 1, 1, 1, 1, 1, 0]	[1, 1, 0, 0, 1, 0, 0, 1, 1, 0]
10	0	9	0.7499999999999999	0.5	1.0	0.6666666666666666	1	[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]	[1, 1, 0, 1, 1, 0, 0, 1, 0, 1]
10	0	5	0.8571428571428571	0.8333333333333334	1.0	0.9090909090909091	1	[0, 1, 1, 1, 1, 1, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 0, 0, 0, 1]
10	2	6	0.9090909090909091	1.0	1.0	1.0	1	[0, 0, 1, 1, 1, 1, 1, 0, 0, 0]	[0, 0, 1, 1, 1, 1, 1, 0, 0, 0]
10	3	9	0.923076923076923	0.7142857142857143	1.0	0.8333333333333333	1	[0, 0, 0, 1, 1, 1, 1, 1, 0, 0]	[0, 0, 0, 1, 1, 1, 1, 1, 0, 1]
10	1	8	0.8750000000000001	0.625	1.0	0.7692307692307693	1	[0, 0, 1, 1, 1, 1, 1, 0, 0, 0]	[0, 1, 0, 1, 1, 1, 1, 1, 1, 0]
10	8	9	0.6666666666666666	0.0	0.0	0	0	[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]	[1, 0, 0, 0, 0, 1, 0, 0, 1, 1]
10	4	9	0.7272727272727272	0.8333333333333334	1.0	0.9090909090909091	1	[0, 0, 0, 0, 0, 1, 1, 1, 1, 1]	[0, 1, 0, 0, 1, 0, 1, 0, 1, 1]
10	0	9	0.8235294117647058	0.5	1.0	0.6666666666666666	1	[0, 1, 1, 1, 1, 1, 0, 0, 0, 0]	[1, 1, 1, 1, 0, 1, 0, 1, 0, 1]
20	5	18	0.7499999999999999	0.0	0.0	0	0	[1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0]
20	3	9	0.6153846153846154	0.7142857142857143	1.0	0.8333333333333333	1	[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]
20	15	18	0.5	0.25	0.2	0.22222222222222224	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0]	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]
