DATA_SIZE	TIME_MILP	TIME_BF	PROBABILITIES	CORRUPTED_PROBABILITIES
10	0.011891841888427734	0.0005278587341308594	[0, 0, 0, 1, 1, 1, 1, 1, 0, 0]	[0, 0, 0, 1, 1, 1, 1, 1, 0, 0]
10	0.013718128204345703	0.00025177001953125	[0, 0, 0, 1, 1, 1, 1, 1, 0, 0]	[0, 0, 0, 1, 1, 1, 1, 1, 0, 0]
10	0.009978055953979492	0.000431060791015625	[0, 0, 0, 0, 0, 1, 1, 1, 1, 1]	[0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
10	0.008305072784423828	0.0004870891571044922	[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]
10	0.009864330291748047	0.0004279613494873047	[0, 0, 0, 0, 0, 1, 1, 1, 1, 1]	[0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
10	0.008933067321777344	0.00024700164794921875	[0, 1, 1, 1, 1, 1, 0, 0, 0, 0]	[0, 1, 1, 1, 1, 1, 0, 0, 0, 0]
10	0.010276317596435547	0.0006630420684814453	[0, 1, 1, 1, 1, 1, 0, 0, 0, 0]	[0, 1, 1, 1, 1, 1, 0, 0, 0, 0]
10	0.008246898651123047	0.0003998279571533203	[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]
10	0.008874893188476562	0.0005021095275878906	[0, 0, 1, 1, 1, 1, 1, 0, 0, 0]	[0, 0, 1, 1, 1, 1, 1, 0, 0, 0]
10	0.009022951126098633	0.0002570152282714844	[0, 0, 0, 1, 1, 1, 1, 1, 0, 0]	[0, 0, 0, 1, 1, 1, 1, 1, 0, 0]
20	0.03086686134338379	0.0023810863494873047	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0]
20	0.024180889129638672	0.0015900135040283203	[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
20	0.03487896919250488	0.0013010501861572266	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0]
20	0.028098106384277344	0.002088785171508789	[0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
20	0.035729169845581055	0.0014579296112060547	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0]
