DATA_SIZE	TIME_MILP	TIME_BF	PROBABILITIES	CORRUPTED_PROBABILITIES
10	0.028880834579467773	0.0005519390106201172	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]	[1, 0, 0, 1, 1, 0, 1, 0, 1, 0]
10	0.023706912994384766	0.0005800724029541016	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 0, 1, 1, 0, 0, 1, 0]
10	0.021426916122436523	0.0004711151123046875	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 1, 0, 0, 1, 0, 1, 1, 0]
10	0.022211074829101562	0.0006129741668701172	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	[0, 0, 1, 1, 1, 1, 1, 0, 0, 1]
10	0.02202892303466797	0.0006530284881591797	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]	[1, 0, 0, 0, 0, 1, 1, 0, 1, 0]
10	0.029062747955322266	0.0006201267242431641	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]	[0, 1, 1, 0, 1, 1, 0, 1, 1, 0]
10	0.020137786865234375	0.0005781650543212891	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]	[0, 1, 1, 0, 0, 1, 0, 1, 1, 0]
10	0.019829988479614258	0.0005869865417480469	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]	[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]
10	0.02178192138671875	0.00043487548828125	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 0, 1, 0, 0, 1, 0, 1, 0]
10	0.01835489273071289	0.0005462169647216797	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 1, 1, 1, 1, 1, 0, 0, 1, 0]
20	0.06704401969909668	0.001425027847290039	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0]
20	0.06752204895019531	0.0014221668243408203	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0]
20	0.06575417518615723	0.0013899803161621094	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1]
20	0.044029951095581055	0.001420736312866211	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0]
20	0.0472259521484375	0.0014078617095947266	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]
