DATA_SIZE	MILP_START	MILP_END	MILP_EF1_SCORE	MILP_PRECISION	MILP_RECALL	MILP_F1_SCORE	MILP_EM	PROBABILITIES	CORRUPTED_PROBABILITIES
10	2	4	0.75	0.0	0.0	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]	[0, 0, 1, 1, 1, 0, 0, 0, 1, 0]
10	6	8	0.5714285714285715	0.3333333333333333	0.5	0.4	0	[0, 0, 0, 0, 0, 1, 1, 0, 0, 0]	[0, 0, 0, 1, 0, 0, 1, 0, 1, 0]
10	6	9	0.75	0.0	0.0	0	0	[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 1, 0, 0, 0, 0, 1, 0, 1, 1]
10	1	7	0.7692307692307693	0.2857142857142857	1.0	0.4444444444444445	1	[0, 0, 0, 1, 1, 0, 0, 0, 0, 0]	[0, 1, 0, 1, 1, 0, 1, 1, 0, 0]
10	0	2	0.5714285714285715	0.6666666666666666	1.0	0.8	1	[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 0, 1, 0, 0, 0, 1, 0, 0, 0]
10	2	8	0.7692307692307693	0.2857142857142857	1.0	0.4444444444444445	1	[0, 0, 0, 0, 0, 1, 1, 0, 0, 0]	[0, 0, 1, 1, 0, 1, 1, 0, 1, 0]
10	8	9	0.8	1.0	1.0	1.0	1	[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]	[0, 0, 1, 0, 0, 0, 0, 0, 1, 1]
10	0	8	0.5714285714285715	0.2222222222222222	1.0	0.3636363636363636	1	[0, 0, 0, 0, 1, 1, 0, 0, 0, 0]	[1, 0, 0, 1, 0, 0, 1, 0, 1, 0]
10	1	3	0.8571428571428571	0.6666666666666666	1.0	0.8	1	[0, 1, 1, 0, 0, 0, 0, 0, 0, 0]	[0, 1, 1, 1, 0, 0, 0, 0, 0, 0]
10	2	8	0.7692307692307693	0.2857142857142857	1.0	0.4444444444444445	1	[0, 0, 0, 0, 0, 0, 0, 1, 1, 0]	[0, 0, 1, 1, 0, 0, 1, 1, 1, 0]
20	0	12	0.5	0.0	0.0	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]	[1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0]
20	3	12	0.7368421052631579	0.2	1.0	0.33333333333333337	1	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0]
20	0	1	0.5	1.0	1.0	1.0	1	[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]
20	12	16	0.6153846153846153	0.4	1.0	0.5714285714285715	1	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]	[0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0]
