DATA_SIZE	MILP_START	MILP_END	MILP_EF1_SCORE	MILP_PRECISION	MILP_RECALL	MILP_F1_SCORE	MILP_EM	PROBABILITIES	CORRUPTED_PROBABILITIES
10	4	8	0.8333333333333334	1.0	1.0	1.0	1	[0, 0, 0, 0, 1, 1, 1, 1, 1, 0]	[1, 0, 0, 0, 1, 1, 1, 1, 1, 0]
10	2	6	0.8	1.0	1.0	1.0	1	[0, 0, 1, 1, 1, 1, 1, 0, 0, 0]	[0, 0, 1, 0, 1, 1, 1, 0, 0, 0]
10	2	8	0.8571428571428571	0.7142857142857143	1.0	0.8333333333333333	1	[0, 0, 0, 0, 1, 1, 1, 1, 1, 0]	[0, 0, 1, 0, 1, 1, 1, 1, 1, 0]
10	2	6	0.9090909090909091	1.0	1.0	1.0	1	[0, 0, 1, 1, 1, 1, 1, 0, 0, 0]	[0, 0, 1, 1, 1, 1, 1, 0, 0, 0]
10	4	8	0.9090909090909091	1.0	1.0	1.0	1	[0, 0, 0, 0, 1, 1, 1, 1, 1, 0]	[0, 0, 0, 0, 1, 1, 1, 1, 1, 0]
10	2	5	0.888888888888889	1.0	0.8	0.888888888888889	0	[0, 1, 1, 1, 1, 1, 0, 0, 0, 0]	[0, 0, 1, 1, 1, 1, 0, 0, 0, 0]
10	1	5	0.9090909090909091	1.0	1.0	1.0	1	[0, 1, 1, 1, 1, 1, 0, 0, 0, 0]	[0, 1, 1, 1, 1, 1, 0, 0, 0, 0]
10	1	4	0.888888888888889	1.0	0.8	0.888888888888889	0	[0, 1, 1, 1, 1, 1, 0, 0, 0, 0]	[0, 1, 1, 1, 1, 0, 0, 0, 0, 0]
10	3	7	0.9090909090909091	1.0	1.0	1.0	1	[0, 0, 0, 1, 1, 1, 1, 1, 0, 0]	[0, 0, 0, 1, 1, 1, 1, 1, 0, 0]
10	5	9	1.0	1.0	1.0	1.0	1	[0, 0, 0, 0, 0, 1, 1, 1, 1, 1]	[0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
20	11	17	0.7142857142857143	0.7142857142857143	1.0	0.8333333333333333	1	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0]
20	11	15	0.8333333333333334	1.0	1.0	1.0	1	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0]
20	12	16	0.6666666666666666	1.0	1.0	1.0	1	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0]	[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0]
20	9	13	0.9090909090909091	1.0	1.0	1.0	1	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]
20	10	14	0.6666666666666666	1.0	1.0	1.0	1	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]	[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0]
