DATA_SIZE	MILP_START	MILP_END	MILP_EF1_SCORE	MILP_PRECISION	MILP_RECALL	MILP_F1_SCORE	MILP_EM	PROBABILITIES	CORRUPTED_PROBABILITIES
10	5	7	0.8571428571428571	1.0	1.0	1.0	1	[0, 0, 0, 0, 0, 1, 1, 1, 0, 0]	[0, 0, 0, 0, 0, 1, 1, 1, 0, 0]
10	3	5	0.8571428571428571	1.0	1.0	1.0	1	[0, 0, 0, 1, 1, 1, 0, 0, 0, 0]	[0, 0, 0, 1, 1, 1, 0, 0, 0, 0]
10	7	9	1.0	1.0	1.0	1.0	1	[0, 0, 0, 0, 0, 0, 0, 1, 1, 1]	[0, 0, 0, 0, 0, 0, 0, 1, 1, 1]
10	4	6	0.8571428571428571	1.0	1.0	1.0	1	[0, 0, 0, 0, 1, 1, 1, 0, 0, 0]	[0, 0, 0, 0, 1, 1, 1, 0, 0, 0]
10	5	7	0.8571428571428571	1.0	1.0	1.0	1	[0, 0, 0, 0, 0, 1, 1, 1, 0, 0]	[0, 0, 0, 0, 0, 1, 1, 1, 0, 0]
10	1	3	0.8571428571428571	1.0	1.0	1.0	1	[0, 1, 1, 1, 0, 0, 0, 0, 0, 0]	[0, 1, 1, 1, 0, 0, 0, 0, 0, 0]
10	7	9	1.0	1.0	1.0	1.0	1	[0, 0, 0, 0, 0, 0, 0, 1, 1, 1]	[0, 0, 0, 0, 0, 0, 0, 1, 1, 1]
10	7	9	1.0	1.0	1.0	1.0	1	[0, 0, 0, 0, 0, 0, 0, 1, 1, 1]	[0, 0, 0, 0, 0, 0, 0, 1, 1, 1]
10	7	9	1.0	1.0	1.0	1.0	1	[0, 0, 0, 0, 0, 0, 0, 1, 1, 1]	[0, 0, 0, 0, 0, 0, 0, 1, 1, 1]
10	4	6	0.8571428571428571	1.0	1.0	1.0	1	[0, 0, 0, 0, 1, 1, 1, 0, 0, 0]	[0, 0, 0, 0, 1, 1, 1, 0, 0, 0]
20	1	3	0.8571428571428571	1.0	1.0	1.0	1	[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
20	3	5	0.8571428571428571	1.0	1.0	1.0	1	[0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
20	0	2	0.8571428571428571	1.0	1.0	1.0	1	[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
20	15	17	0.8571428571428571	1.0	1.0	1.0	1	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0]
20	11	13	0.8571428571428571	1.0	1.0	1.0	1	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]
20	10	12	0.8571428571428571	1.0	1.0	1.0	1	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]
20	2	4	0.8571428571428571	1.0	1.0	1.0	1	[0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
20	3	5	0.8571428571428571	1.0	1.0	1.0	1	[0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
20	9	11	0.8571428571428571	1.0	1.0	1.0	1	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]
20	15	17	0.8571428571428571	1.0	1.0	1.0	1	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0]
30	12	14	0.8571428571428571	1.0	1.0	1.0	1	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
