DATA_SIZE	MILP_START	MILP_END	MILP_EF1_SCORE	MILP_PRECISION	MILP_RECALL	MILP_F1_SCORE	MILP_EM	PROBABILITIES	CORRUPTED_PROBABILITIES
10	4	9	0.9090909090909091	0.3333333333333333	1.0	0.5	1	[0, 0, 0, 0, 0, 0, 1, 1, 0, 0]	[0, 0, 0, 0, 1, 1, 0, 1, 1, 1]
10	8	9	0.6666666666666666	1.0	1.0	1.0	1	[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]	[1, 1, 0, 0, 0, 0, 0, 0, 1, 1]
10	3	4	0.6666666666666666	0.0	0.0	0.0	0	[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 0, 0, 1, 1, 0, 0, 0, 0, 0]
10	0	1	0.6666666666666666	0.0	0.0	0.0	0	[0, 0, 1, 1, 0, 0, 0, 0, 0, 0]	[1, 1, 0, 0, 0, 0, 0, 0, 0, 1]
10	5	8	0.8000000000000002	0.5	1.0	0.6666666666666666	1	[0, 0, 0, 0, 0, 1, 1, 0, 0, 0]	[0, 1, 0, 0, 0, 1, 1, 1, 1, 0]
10	4	6	0.8571428571428571	0.0	0.0	0.0	0	[0, 0, 0, 0, 0, 0, 0, 1, 1, 0]	[0, 0, 0, 0, 1, 1, 1, 0, 0, 0]
10	2	9	0.8571428571428571	0.25	1.0	0.4	1	[0, 0, 0, 1, 1, 0, 0, 0, 0, 0]	[0, 0, 1, 0, 1, 1, 1, 0, 1, 1]
10	0	5	0.7692307692307692	0.0	0.0	0.0	0	[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]	[1, 1, 1, 0, 1, 1, 0, 0, 1, 0]
10	5	7	0.5714285714285715	0.6666666666666666	1.0	0.8	1	[0, 0, 0, 0, 0, 1, 1, 0, 0, 0]	[1, 0, 0, 0, 0, 1, 0, 1, 0, 0]
10	1	8	0.8	0.25	1.0	0.4	1	[0, 0, 0, 0, 0, 0, 1, 1, 0, 0]	[0, 1, 0, 1, 1, 1, 0, 1, 1, 0]
20	9	19	0.7272727272727273	0.0	0.0	0.0	0	[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1]
20	8	16	0.6666666666666665	0.2222222222222222	1.0	0.3636363636363636	1	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1]
20	1	15	0.8275862068965517	0.0	0.0	0.0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]	[0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0]
20	1	18	0.7333333333333334	0.1111111111111111	1.0	0.19999999999999998	1	[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0]
20	7	17	0.6666666666666666	0.0	0.0	0.0	0	[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0]
20	0	19	0.8571428571428571	0.1	1.0	0.18181818181818182	1	[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1]
20	3	19	0.7407407407407407	0.11764705882352941	1.0	0.21052631578947367	1	[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1]
20	0	11	0.7826086956521738	0.16666666666666666	1.0	0.2857142857142857	1	[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]
20	2	19	0.8	0.1111111111111111	1.0	0.19999999999999998	1	[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1]
20	3	16	0.6363636363636364	0.0	0.0	0.0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]	[0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0]
30	0	28	0.8679245283018869	0.06896551724137931	1.0	0.12903225806451613	1	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0]
30	5	29	0.631578947368421	0.08	1.0	0.14814814814814814	1	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]	[0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1]
30	13	27	0.6666666666666666	0.13333333333333333	1.0	0.23529411764705882	1	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0]
30	1	29	0.7916666666666666	0.06896551724137931	1.0	0.12903225806451613	1	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]	[0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1]
