DATA_SIZE	MILP_START	MILP_END	MILP_EF1_SCORE	MILP_PRECISION	MILP_RECALL	MILP_F1_SCORE	MILP_EM	PROBABILITIES	CORRUPTED_PROBABILITIES
10	4	6	0.8571428571428571	0.6666666666666666	1.0	0.8	1	[0, 0, 0, 0, 0, 1, 1, 0, 0, 0]	[0, 0, 0, 0, 1, 1, 1, 0, 0, 0]
10	3	5	0.6666666666666666	0.6666666666666666	1.0	0.8	1	[0, 0, 0, 0, 1, 1, 0, 0, 0, 0]	[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]
10	5	6	0.6666666666666666	1.0	1.0	1.0	1	[0, 0, 0, 0, 0, 1, 1, 0, 0, 0]	[0, 1, 0, 0, 0, 1, 1, 0, 0, 0]
10	6	8	0.75	0.6666666666666666	1.0	0.8	1	[0, 0, 0, 0, 0, 0, 0, 1, 1, 0]	[0, 1, 0, 0, 0, 0, 1, 1, 1, 0]
10	1	3	0.75	0.6666666666666666	1.0	0.8	1	[0, 1, 1, 0, 0, 0, 0, 0, 0, 0]	[0, 1, 1, 1, 0, 0, 1, 0, 0, 0]
10	5	8	0.7499999999999999	0.5	1.0	0.6666666666666666	1	[0, 0, 0, 0, 0, 0, 1, 1, 0, 0]	[0, 0, 0, 0, 0, 1, 1, 0, 1, 0]
10	6	9	0.8571428571428571	0.5	1.0	0.6666666666666666	1	[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]	[0, 0, 0, 0, 0, 0, 1, 0, 1, 1]
10	3	3	0.6666666666666666	1.0	0.5	0.6666666666666666	0	[0, 0, 0, 1, 1, 0, 0, 0, 0, 0]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
10	9	9	0.6666666666666666	0.0	0.0	0.0	0	[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]
10	3	8	0.7272727272727273	0.3333333333333333	1.0	0.5	1	[0, 0, 0, 0, 0, 1, 1, 0, 0, 0]	[0, 0, 0, 1, 0, 1, 1, 0, 1, 0]
20	14	15	0.8	1.0	1.0	1.0	1	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]
20	16	16	0.6666666666666666	1.0	0.5	0.6666666666666666	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
20	4	8	0.7272727272727272	0.4	1.0	0.5714285714285715	1	[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
20	16	17	0.5	1.0	1.0	1.0	1	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]	[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0]
20	1	7	0.5714285714285715	0.2857142857142857	1.0	0.4444444444444445	1	[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]
20	4	5	0.5	1.0	1.0	1.0	1	[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]
20	0	1	0.5714285714285715	1.0	1.0	1.0	1	[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
20	11	11	0.5	0.0	0.0	0.0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]
20	14	16	0.6666666666666665	0.6666666666666666	1.0	0.8	1	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0]
20	13	14	0.8	1.0	1.0	1.0	1	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]
30	16	18	0.6666666666666665	0.6666666666666666	1.0	0.8	1	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
